name,steam_appid
Happy Day,1504360
Alt Oxygen,1712880
fishy,1532650
Pizza Shop Manager,1522900
Ohio John: Get Out!,1623370
The Last Spark,1718020
{Undefined},1548130
Shop Tycoon: Prepare your wallet,1392340
Serin Fate,1070860
Beat Blast,1072640
Dino Lost,1063570
"Mummy, mummy, mummy!",1719890
Blood Safari,1711300
My Life Changed - Jigsaw Puzzle,1720370
Baklava Simulator,1701650
Calculator and monsters,1719210
Murder Mystery Machine,930280
Magic defense 2: The Return of the Legend,1721130
Any Fish,1720200
Any Candy,1720580
Ultimate ADOM - Caverns of Chaos,1266820
Cosmo 02,1720770
Makber,1718400
Lake of Shadows,1719790
Crime District,1593660
Lightsmith,1453130
Photo Puzzles HD,1716160
Psychonauts 2,607080
REVO,1662790
Embraced by Autumn,1639920
Sefir: Mafia Story,1561850
Cave Quest 2,1613770
RoboJep,1715580
Anarchy: Wolf's law : Prologue,1592680
Cats in Time,1599880
Betrayer: Curse of the Spine,1382290
Myst,1255560
Green Phoenix,1584770
Captures,1712680
Stories of Mara,1647780
Marfusha:Sentinel Girls ,1456820
T-Minus 30,1371750
Assimilate! (A Party Game),1423140
Watch Your Ride - Bicycle Game,1451410
Hot Tub Simulator,1684840
Base Defense VR,1507800
Farm Kitten - Puzzle Pipes,1721270
Little Dog Bob,1647360
A Winding Path,1382800
Axis Football 2021,1641830
Have a Blast,1181650
Epiphany City: Prologue,1593730
"BattleGrounds : War, Tanks And Nukes",1703640
The Play's the Thing,1663970
Mainly at Rest,1718430
Ann,1511270
10th Corpse,1718560
13:ORIGIN - Prologue,1689680
PARQUET,1662840
Arcade Boy,1647050
Escape from the Lockdown: The Demon Fortress (Steam Version) - Day 1,1696610
Branches,1717420
Three Fairies' Hoppin' Flappin' Great Journey!,1533590
Power Pals,1722890
Impossible Simplified Cube,1715500
Hop Step Sing! Happy People,1722140
Baldo: The Guardian Owls,1614890
Tormented Souls,1367590
Survival Night,1716470
パズルハムスター ～地球冒険記～,1714200
Lamia's Plan,1670890
Plush Madness,1686570
Take town,1676390
Heart Lock: A Cozy Intro To Spellcraft,1717050
Mirror Movement,1625650
Rent's Due: The Game,1678520
Whispers in the Dark,1589540
Super Animal Royale,843380
Townscaper,1291340
Sprocket,1674170
Comanche,879000
Der Geisterjäger / The Ghost Hunter,1581240
Wisly and the Chickens!,1575950
S.P.A.T.,1565660
Wargs,766210
Django,1646200
Iraq War,1709630
Dream Girls Collection,1722770
The Shape of Time,1705400
Midnight Calling: Valeria Collector's Edition,1737920
The Stone of God,1694820
The Forger,1716440
Ambush,1602380
Lamentum,1033950
GlassSmash 2,1655020
Qualia's Sweets Craft,1699490
Star Drift Evolution,1005400
Space Station Sprint,1462580
Strawberry Chocolate: Miner 8AD 4SS,1300860
C-4,1305350
Am Madness,1694380
Aptly Rolling,1712730
The Lost Robot - Jigsaw Puzzle Stories,1661450
The Müll Littoral,1717370
The other side: My own horror,1706130
Ragtag Racing,1694620
Foot Massage,1716910
4 Months of You,1705880
Xenomare,1683050
Alchemist of Pipi Forest,1587240
EFO: Escape From Outerworld,1718070
Robo Go,1724530
Freon,1721520
Floating Farmer - Logic Puzzle,1716390
Welcome to PINEHILLS,1683730
Ha_Bits,1696020
Ada And Cal,1719960
Valkyrie: Journey To Midgard,1724470
PROPHECY OF THE NUN,1693150
Cave Explorer,1713050
My Furry Neighbour 🐾,1705520
Kill Them With Cuteness,1643170
7 Girls War,1279270
Obsideo,1708460
Dodge It!,1720050
Inked: A Tale of Love,690120
Seed of the Dead: Sweet Home,1566390
SICKO ISLAND,1633260
Clockwork Dungeon,1620060
Devils Gold,1670880
Jerma's Big Adventure,1722570
INNO VATION! 2007,1710390
Witch Stone,1722780
CUBE-e 2,1705870
SPOOKWARE,1574250
Soul Elegy,1308500
VR Pirates of the Caribbean Life Experience,1696300
The Chrono Jotter,1398740
Mononoke Slashdown,1672630
Bacteria Wars,1707890
Googass,1721890
BACK OF SPACE,714590
task: 312,1619780
Medieval Shop Simulator,1544040
Behind Glass: Aquarium Simulator,1611580
Dungeon Clicker,1588040
The Craft of the Samurai,1694500
Kosta Projekt,1344430
Endless Boss Fight,1676150
Fallow,1659590
Endings,1644560
Last Light,1675620
MIR4,1623660
The Magister - The First Two Days,1716720
Manifold,1714970
Space Pioneer,1341310
Behind the Frame: The Finest Scenery,1634150
Custodian: Beginning of the End,1674030
TETRIX 3D,1577140
Secret Trouble,1688440
Tapeworm Disco Puzzle,1543940
狂の世界-Crazy World-,1728300
Uncrashed : FPV Drone Simulator,1682970
HangTogether,1701400
Afterlife Beans,1607370
Blake: The Visual Novel,1538680
SEN.TUR.,1633930
Stellar Raid,1585340
Station 17,1712490
Unholy Alliance - Tower Defense,1689220
OPUS: Echo of Starsong - Full Bloom Edition,1504500
Vilset,1299930
Pro Strategy Football 2022,1527500
Cute Bite,1586960
Reactor Tech²,1444020
Suit for Hire,1612420
Zombardment,1685550
Beyond Mankind: The Awakening,1301590
Wanderlust: The Bermuda Secret Collector's Edition,1557350
Rail of Möbius,1479500
Soul Nomad & the World Eaters,1535610
Song of Iron,1258220
Jack Axe: The Trial,1502920
Gone Viral,680030
Hyperblade,1466840
Rustler (Grand Theft Horse),844260
Guts And Goals,1042210
Drawy,1547300
Don't Touch this Button!,1593950
Project Dark Sky,1626510
Tricks Magician,1664050
Make a Path for the Chicken,1693200
Spoils of Plunder,982250
Monster Harvest,1363350
Believe,1702100
The Frosts: First Ones,1603860
The Big Con,1139280
Hexagon Knockout,1629100
The Lost Dog,1541280
Rolling Adventure,1362650
KeyWe,1242980
Crash Cleaner,1710460
Deep Madness,1722300
Anchor Up,1384000
The Tau Ceti Terminus,1633780
Chariot Land,1723960
A Curse From Beyond,1600720
Junkpunk: Arena,1590250
False Dichotomy,1359990
Travellers,1458480
Puzzledorf,1580560
SafeZoneVR,1701090
Idle Monkeylogy,1690690
Mystic Isles,1267280
Hungry Lizard,1713880
X-Force Genesis,1686470
Hexteria,1474550
In Search of Fon Vitae,1453670
Mecha Knights: Nightmare,1163870
Light Fairytale Episode 2,1199760
Epic Fantasy Battle Simulator,1724440
Disillusion,1490060
The Curse of Feldar Vale,1188270
RealityMinds,1616050
Alone on Mars,1637490
ENEMIES,1609300
Tinytopia,968550
Plunger Simulator,1724570
World CHAMPIONS: Decathlon,1613220
Tar Alterra Adventure Game,1719200
ENDO,1507620
PHYSARUM: Slime Mold Simulator,1667120
Tank Golfing,1729120
Hinata in Hot Maze,1692170
Secrets of the Middle Ages,1727450
Kitaria Fables,1356280
Space X Collector,1723440
El Shaddai ASCENSION OF THE METATRON HD Remaster,1581040
Coin Pusher World,1697460
Cookie Clicker,1454400
Hermes: Tricks of Thanatos,1700140
Rift Wizard,1271280
Star Dynasties,1194590
IRON GUARD VR,1213220
Cloud Gardens,1372320
DoVille,951310
Farmers Co-op: Out of This World,1543100
CANNON,1728880
Lake,1118240
ZOMBEEZ: A Killer Queen Remix,1346130
Spellarium 7 - Match 3 Puzzle,1722310
Super Woden GP,1534180
The Babysitter,1726280
Burn Me Alive,1678030
The SOL Device 2,1505860
MannaWars,1721990
Multia Space Program,1698040
Totemlands,1248450
Fantasy Sliding Puzzle,1738630
Above the Skies,1716140
Detective Holmes: Hidden Objects,1671420
Robot Daycare,1683800
ENDLESS BECOMING - APARTMENT,1669160
Big Rumble Boxing: Creed Champions,1278170
Wood Brothers Flying Colours,1633020
Void Tyrant,1332090
Making it Home,1098220
YuuYuu Jiteki no Yuukarin,1727000
No Umbrellas Allowed,1301390
Dwerve: Prologue,1710920
Grandmaster Chess,1658770
Theatre of War,1649340
DECO:BLOCK SIMULATOR,1416180
Two Hundred Ways,1655520
DEBIE ZONE,1731820
Golf Club Nostalgia,1556870
Pippu - Bauble Quest,1604110
Randy And Teddy Adventure Road,1650400
Clarence Goes to the F&#%ING Store,1718040
Tactical Monsters - Strategy Edition,1729830
Food Delivery Battle,1708710
Dragon Question,1716050
Domination,1669430
Build & Battle,604590
Rec Room,471710
Lost Kittens: Maze Garden,1674880
Idle Trading Simulator,1712670
Furry Shakespeare: Oops! All Dragons!,1585460
BRAVELY DEFAULT II,1446650
Aurora - Hidden Colors,1184530
Mysterious warrior,1729150
BOT.vinnik Chess: Early USSR Championships,1711190
The Magister,1304770
Pathfinder: Wrath of the Righteous - Enhanced Edition,1184370
Surgeon Simulator 2,774791
Big FLAPPY Tower VS Tiny Square,1725430
Jewel Match Solitaire Summertime,1675920
A Total War Saga: TROY,1099410
Legend Bowl,1106340
Sokocat - Dungeon,1712150
Shindig,1475960
Timothy Leary's Mind Mirror,1603300
Malum,1648610
Loot Train,1721020
Ultimate Physical Wrestling,1660300
Suddenly Meow,1723720
WRC 10 FIA World Rally Championship,1462810
From Earth To Heaven,1623090
Wolf At Evergreen,1692150
Heads Will Roll,1525420
九个世界（Nine worlds）,1463180
Black Hole Simulator,1401150
死寂（Deathly Stillness）,1727650
Eyeballs are your ENEMIES!,1729820
Let Me Die (inside),1710890
Armoured Commander II,1292020
Shawarma or Shaverma,1731040
Tower Stacker,1728170
Synthwave Burnout,1693040
Tag Royale,1584200
Airplane Tycoon,1663170
The Endless Summer - Search For Surf,958220
Mini Island: Autumn,1720180
No!Ah!'s Ark,1650830
Rover Simulator,1646470
Dice Of Knights,1600760
Virus ON,1691170
You Must,1726730
Yerba Mate Tycoon,1404560
Swallow the Sea,1511860
Fairy Godmother Stories: Miraculous Dream Collector's Edition,1744430
Entangled,1652800
Hexio,1615470
Lucky Joe,1693130
Brain Games,1416720
Mr.Treemp,1701580
WORLD OF PARANOIA,1720740
Hope Trigger,1727910
World of MiniMonsters,1730380
Temple with traps,1691830
Diner Bros Inc,1733480
Raven's Hike,1689270
Super Arcade Football,420550
Chuckle Phrase Builder,1457490
Yarn,1731450
MesetaMiner (CodeName),1725840
Falling As Lightning,1728640
DANGER: ELECTRIC SHOCK,1723920
Hammerheart,1699280
Wolf Attack,1713620
Towers Inc.,1337640
Chicken Defender,1721090
My Best Nightmare,1719000
Punkgrad,1699790
Thukothea Defender,1658490
Eternal Warfare,1729170
Night Darkness,1731690
Encased: A Sci-Fi Post-Apocalyptic RPG,921800
Big Klondike - Classic Solitaire,1706340
Viral Firar,1731870
Space Adventures,1731860
Metal Swarm Infinity,1346320
2 Synchro Hedgehogs,1716790
Ark of Loif,1713830
Poly Racing,1719230
Marble Mage,1726590
Don't Hate My Music Taste,1724070
Lost in Space,1731940
Tennis Manager 2021,1433010
Blon,1582990
Bus Simulator 21 Next Stop,976590
Milo and the Magpies,1407420
Puzzle Forge Dungeon,1245370
To The Snowland Platformer Game,1507310
Winning Love by Daylight [Ep 1 Demo],1539780
Wavy Trip,1729080
Hypoxia - One Last Breath,1507630
Harvest Moon: One World,1246870
Escape From School,1729790
Anti-Science Brigade,1221730
The Durka: You will (not) die,1595380
The Looking Stone,1635770
Adventurers Guild,1706720
Gunnhildr,1377030
Panda City,1678950
Jester / King,1424300
Boulder Dash Deluxe,1221650
FINAL FANTASY IV,1173800
Chicken Cannon!,1713400
Rooten,1584450
Neon Depth,1726050
Dull Grey,1676550
Fluffert and Friends,1720070
Cat Simulator : Animals on Farm,1638340
Stationery Frontier,1724360
Infinity war,1721250
Earth Guard: Egypt,1581320
POWERTRIP,1734330
Night Hunter,1710500
The Dawning Clocks Of Time,1730630
Fill and Cross Trick or Treat 2,1716180
S.I.N. Unit: Ghost Investigation & Removal,1724630
Placebo Love,1378710
TheNuWRLD,1733280
Seishin Destiny,1598180
The Perplexing Orb,713930
Mana Go Round,1677920
Residual,1290780
Super,1737480
The Vampire Regent,1515420
Arboria,924070
Bubble Breaking,1739060
Vacation Adventures: Park Ranger 7,1674510
Sleepy Sunday,1582280
Investigation Stories : gunsound,1632300
Space Endeavor,1705920
KaraDedeler 1989,1699130
摇摆地牢 Swing Dungeon,1331240
Robosnow,1734610
Clash of Legions,1694290
Webbed,1390350
BloodRayne Betrayal: Fresh Bites,1550260
Tiny Robots Recharged,1709580
HotGirls Sliding Puzzle,1751320
Halloween Riddles Mysterious Griddlers,1716210
Shine Within,1729580
Holiday Jigsaw Halloween,1716230
Evil Soul,1730090
Auto Cell: Game of Life,1729590
Fool's Paradise,1466070
邪神大陆(Evil God Land),1714860
Protoball,703970
Tales of Arise,740130
The Octots Survival,1641520
Geometric Sniper - Blood in Paris,1499800
The Sand Dunes,1566610
Combo Babies,1739200
Robonauts,562620
Color Connect VR - Puzzle Game,1730760
BRINK Traveler,1462520
Terrain of Magical Expertise,1543430
Rift's Cave,335210
Animalia Survival,1364290
Loco Launcher,994700
Gate to Site 8,1527830
CABOUS,1721910
Life is Strange: True Colors,936790
Dice Legacy,1229460
The Artful Escape,1122680
Corg of the Dead,1358320
1984 Rewired,1151580
RICO: London,1265720
Cardinal Chains,1422220
The Gardener and the Wild Vines,1098470
Vortex,1733230
Hindsight 20/20 - Wrath of the Raakshasa,1084120
Spell Swap,1587810
Crowhille - Detective Case Files VR,1489500
ANYEK - The Keyboard Puzzle,1625190
Kraken Academy!!,1158220
Balloon Azuna,1719540
Space Battle SVF,1718740
Terraform Inc,1719030
Nearly Dead,1268900
Dungeon Crawler Daniel,1664010
Prop Factory,1731850
Ardarium,1737200
Plumber 3,1738850
Minesweeper Ultimate,1736630
Lost in Random™,1462570
Escape The Outbreak,1731700
HyperFleet,1720960
The Rewinder,1161170
Game Developer Simulator,1726330
TeamTower,1611830
Bloopy & Droopy,1719470
Detective Solitaire The Ghost Agency,1624910
Holiday Jigsaw Easter,1716220
Danger Zombies,1719250
Tower of Origin2-Worm's Nest,1000280
BEAT ARENA,1647200
Bubble Shooter FX,1661240
Crazy Derby Racing,1333270
Clash Memory Game,1371620
ANCIENT EVIL,1341620
Home Designer - Makeover Blast,1736260
BASIC ROGUE,1727430
NAGARE-BOSHI,1735280
Waifu vs Evil,1639340
The Cruel kings,1734790
Parking light,1739770
Osylla,1722390
Loading Story,1721980
FamilyWorldRoam,1730820
Puzzle Light: Connect,1738100
Mystery Trackers: Train to Hellswich Collector's Edition,1754390
Super Bout: Champion's Tour,1169110
SPACE JUNK HEROES,1565900
Queen of Honor,1686880
Sam & Max: This Time It's Virtual!,1431290
THE ADVENTURES OF LWANDA MAGERE,1687780
Bot Wars,1672140
Pandora : Wild Origins,1681490
Lord of the Click 2,1687060
DinoScape,1384290
Cauldrons of War - Stalingrad,1497230
Wildemist Isle,1227100
ZEE.END,1715970
ButtonMash,1710990
Filcher,1355650
CHESS with LASERS,1517240
Idle Master Hunter Steam Edition,1634970
MEMORIES,1679180
Extrorb,1731630
Motivational Hero,1732130
Kick It,1698920
Trip Saber,1737440
KooringVR Wonderland:Red Queen's Black Magic,1325430
Shambled Spiral,1736590
Super Drag Race,1710870
Dalruan: World of Magic,1738550
Hold The Plates,1739360
DEATHLOOP,1252330
Traffic Command: Reborn,1741510
Avalom: Ancestral Heroes,1448230
Tangent Rush,1701830
Catch The Donut,1701930
Burning Brick Breaker,1703010
Mondealy: Day One,1591570
Bunch of Games,1722440
ATOM RPG Trudograd,1139940
Dungeon Warriors,1635800
Raster Prime [REMIX],1724410
TechBeat Heart,1520330
Case 02: Paranormal Evil,1662340
Dice and the Tower of the Reanimator: Glorious Princess,1489290
Rust 'n Dust,1721410
Alphabetical Order,1737600
Broken Blades,1635210
Thats Life of Ralph,1712420
Pristiq: Tash's Trilogy,1433490
Air Strike,1741520
反图灵测试/Anti-TuringTest,1517810
Fill and Cross Trick or Treat 3,1716190
Dinoland,1599920
Dynarog 2,1740270
Perseverance Mission - Astronaut Charlie,1584540
A Journey Through Valhalla,763550
The Final Frontier,1733400
明途之境,1724670
Cube,1404770
Nilia,1694320
Project Grove: Prologue,1629470
Battle Arena Soccer,1711290
Narrow Escape,1433900
Frincess&Cnight,1452540
Easter Pairs,1336040
Cyber Lemur,877610
Hot And Lovely 4,1709460
100 hidden cups,1740240
Slime's Journey,1655740
RAM Pressure,929490
Paradox in the mirror,1701590
Pots and Potions,1723740
Ball Bounce Maze,1021230
Between Time: Escape Room,1580150
Catlateral Damage: Remeowstered,1237730
Gas Station Simulator,1149620
STORY OF SEASONS: Pioneers of Olive Town,1392960
Pegasus: Broken Wings,1633740
Neutron and the Tri-Spark,1730800
Flynn: Son of Crimson,737520
METALLIC CHILD,1490610
Timberborn,1062090
Undergrowth: VR Maze,1606920
Tomb Rumble,1478050
Ruins of Albion,1719100
MoveUp,1730160
Follow The Cat,1725480
Halloween Memory: Reborn,1744420
Explosive Candy World,1469960
Captures II,1732730
Scrapnaut,1323900
Bad Bots Battle Arena,1669110
Slender Threads: Prologue,1682490
Horror House,1636370
Themes of Dark and Light,1655440
Starfighter Aces,1687280
DOG'S DONUTS,1694270
Miko Adventures Puffball,1614960
Merek's Market,1610860
Chicken Duty,1739400
Mary Knots - Garden Wedding,1742120
The Daunting House,1517190
The forgotten phobia,1743810
velvet clouds,1738500
Dance of Cubes,1744620
Return home,1719880
Poly Puzzle: Furries,1742940
Spirittracker,1739560
ASTRO ACE,1444770
Table of Tales: The Crooked Crown,1030310
Hanako: Honor & Blade,349510
MyHoriZen,1657550
NAIR,1715850
Starship,793060
ChibiClubTD,1670210
Bright Lights of Svetlov,1630920
Atom,1491790
DUMB: Treasure,1746370
Erannorth Chronicles,1580800
Zombie Watch,785860
Fake Hostel,1735420
Fantasy Sliding Puzzle 2,1760590
Fastlane Bowling,1644930
PalmRide,1415320
Clash of Chefs VR,960040
Legends of Snooker: One Shot,1736900
Voidwalkers - Astora's Darkness,1368480
Gamedec - Definitive Edition,917720
Klondike Re-Imagined,1712430
from view,1721300
Space Revenge - Prologue,1347250
ESCAPE FROM DOCY,1740610
Dark Runner,1581310
Rift Adventure,1630890
Hedgie Simulator,1741670
Spookity Hollow,1739150
Jujubos Puzzle,1744400
Lola - The Escape,1743280
FBG Arcade Machine,1730340
I Am Fish,1472560
Droopy Balls Simulator 2021,1726850
SkateBIRD,971030
Tales of a Rabbit: The Story of Willie Hop,1739680
Nightmare Zone,1341710
The Last Friend: First Bite,1543790
11th Dream,949450
TOEM: A Photo Adventure,1307580
Tails of Iron,1283410
Murder Diaries,1664910
Drag Engineer,1736140
Kick Ball,1717920
Sailing Stone,1746830
EVAN QUEST,1744580
HAJWALA LINE,1735160
Helper Cat,1710290
Mandinga - A Tale of Banzo,1475890
Stones Keeper: Prologue,1735230
MECHANICA: A Ballad of the Rabbit and Mercury,1558510
Aragami 2,1158370
Hisato no Saku,1508370
First Class Escape: The Train of Thought,1738610
SWAT,1740140
Good Knight,1281400
"SIT DOWN, PLEASE",1741300
Puerto Viejo,1418320
The Floor is [Blank],1580980
The Amazing American Circus,1433860
Wraiths of SENTINEL,1662750
Beta Escape,1676060
Bloodwash,1598160
Aquarist - My First Job,1584660
Dwarves Craft. Mountain Brothers,1671630
Find Love or Die Trying,1714320
Voidwalkers - Soul Hunters,1554670
Lenny Loosejocks Goes Walkabout,1723190
My journey to your world,1742530
The Intern,771500
Meta Meet Cute!!!,1739160
排球入门指南,1711400
Visite virtuelle de l'Assemblée nationale,1753400
WRC 9 FIA World Rally Championship,1267540
LOVE! TRUTH! PUZZLE!,1743190
Eastward,977880
Pacific General,1741130
Fantasy General,1741120
Virtual Surfing,993340
War Wind II: Human Onslaught,1741150
War Wind,1741140
Selfmade Devil,1733830
Grim wanderings 2,1477050
TARAKAN - Mystery Point & Click Adventure,1742330
Hidden Objects - Cartoon Fantasy,1746730
MADELA,1186650
Sputnik,1482890
The last earth man,1349890
Trap Genesis,1585700
Codename: Mystery Babylon,1597250
My name is human,1667240
Hide Seek Survive,1578470
Haunted Hotel: The Axiom Butcher Collector's Edition,1762450
Blockdown,1505010
Everpixel Tactics,1608780
Your Show Has Been Cancelled,1730390
The Island of Dr. Yepstein,1468060
The Repairing Mantis,1681480
Severed Steel,1227690
CURSED NIGHT - The House,1740570
The Chaser's Voyage,1473130
