description,developer,early_access,game_id,orig_price,percent_pos,price,publisher,release_date,tag_list,title,total_reviews,vr_only,vr_pcinput,vr_supported
"Invite your friends to have fun with you playing KartMania! A Kart game where you race around the tracks in the universe of Silver Games games, use and abuse special items to get ahead of your friends and thus win first place! Speed ​​to glory in KartMania Silver!",Silver Games,False,2962770,,100,$5.79 USD,Silver Games,"22 Nov, 2024","Racing,Action,Action-Adventure,Beat 'em up,Automobile Sim,Combat Racing,Shoot 'Em Up,3D,Colorful,Third Person,Driving,Fantasy,Family Friendly,Combat,Controller,PvP,Indie,Multiplayer,Singleplayer",KartMania Silver,18,False,,False
"Amazing! The best educational game for kids to help them learn Letters, Numbers, Colors, Shapes in English, Spanish, Portuguese and French!",RMB Games - Free learning games fo Kids,False,3230040,,N/A,$5.79 USD,RMB Games - Free learning games fo Kids,"22 Nov, 2024","Casual,Tutorial,Education,Logic,Adventure,Match 3,Arcade,Puzzle,Hidden Object,Spelling,Cute,Cartoony,Colorful,Basketball,Nonlinear,Racing,Combat Racing,PvP,Multiplayer,Singleplayer",Kidduca 3D,0,False,,False
"A resource management game where every decision matters. Manage your family's happiness by balancing limited resources and casting votes in unpredictable feline elections. Will the candidate you choose lower prices, or will their promises lead to chaos?",Danar Dev,False,2632940,,91,$4.49 USD,Danar Dev,"22 Nov, 2024","Political Sim,Economy,Politics,Capitalism,Political,Management,Point & Click,Strategy,2D,Cute,Parody,Dark Humor,Dark Comedy,Choices Matter,Multiple Endings,Simulation,Minimalist,Cartoony,Cats,Resource Management",Cat's Vote,12,False,,False
"""Whoa, watch out!"" That was close, didn't you know Dokimon are dangerous!?ーStep into Xelos region, where you'll set off on an adventure to uncover the mystery behind your missing childhood friend.",Yanako RPGs,False,2019300,,82,$10.49 USD,Yanako RPGs,"22 Nov, 2024","RPG,Creature Collector,Adventure,JRPG,Exploration,1990's,2D,Colorful,Cute,Pixel Graphics,Crafting,Funny,Old School,Relaxing,Retro,Character Customization,Female Protagonist,Open World,Story Rich,Singleplayer",Dokimon: Quest,101,False,,False
"Kosmolaris is a relaxing puzzle game where you'll have combine a wide variety of elements to create new ones, starting with four basic elements: Air 💨, Fire 🔥, Earth 🍃, and Water 💧.",Juan Manuel Flecha,False,3284610,,78,Free To Play,Juan Manuel Flecha,"22 Nov, 2024","Puzzle,Casual,Relaxing,Indie,Logic,Cozy,Colorful,Realistic,Singleplayer,Free to Play,Wholesome,Collectathon,Hidden Object",Kosmolaris,23,False,,False
"Follow the meaning is a surreal point-and-click puzzle adventure. Join detective Paul Trilby as he works to unravel the mysteries of a peculiar town, seemingly ruled by the local Hospital. Over the wall and behind tightly shut gates, a dark secret lies in wait…",HiKing Mind Studio,False,2720280,,93,$2.99 USD,HiKing Mind Studio,"22 Nov, 2024","Adventure,Puzzle,2D,Point & Click,Hand-drawn,Mystery,Multiple Endings,Indie,Detective,Surreal,Story Rich,Atmospheric,Singleplayer,Hidden Object,Investigation,Horror,Dark,Short",Follow the meaning,484,False,,False
"In tiny Cats, play as a magic girl exploring a mysterious house. Find, save, and purify hidden cat spirits while uncovering secrets. Each chapter brings new surprises and more cats to collect.",AGE Zero,False,2962570,,88,$2.49 USD,AGE Zero,"22 Nov, 2024","Clicker,Hidden Object,Puzzle,Point & Click,Female Protagonist,2D,Comic Book,Cozy,Funny,Relaxing,Story Rich,Casual,Cute,Cartoony,Minimalist,Family Friendly,Fantasy,Cats,Adventure,Atmospheric",tiny Cats,18,False,,False
Grab a friend and take your first steps to victory in Goo Goo Grapplers! Brawl as super-powered babies in a wacky 1v1 local MOBA. Mix and match wild abilities and upgrades to turn your baby into an unstoppable force of nature!,Both Good,False,3316660,,100,$4.49 USD,Both Good,"22 Nov, 2024","PvP,Local Multiplayer,Party Game,MOBA,Action,Competitive,Multiplayer,Twin Stick Shooter,Split Screen,Combat,Fighting,Controller,Indie,Funny,Top-Down,Pixel Graphics,Strategy,2D Fighter,Cute,Colorful",Goo Goo Grapplers,17,False,,False
"God is missing. Hell is full. Someone has taken over, and now souls must earn their place to stay in hell. Speedrun your way across the nine circles of hell through 90 levels in this ultra fast-paced precision platformer, rebelling against the mysterious entity playing god.",RATH,False,3165320,,N/A,$2.99 USD,RATH,"22 Nov, 2024","2D Platformer,Precision Platformer,Action,Platformer,2D,Cute,Dark Humor,Controller,Cartoony,Pixel Graphics,Level Editor,Indie,Comedy,Singleplayer,Time Attack",Playing God,3,False,,False
"Decorate your home as you wish with various objects for the kitchen, living room, bedroom, bathroom, garden, and decoration.",SoteroApps,True,3302620,,N/A,$1.99 USD,SoteroApps,"22 Nov, 2024","Casual,Simulation,City Builder,Design & Illustration,Education,Life Sim,Clicker,2D,Anime,Cartoon,Stylized,Cute,Pixel Graphics,Comic Book,Emotional,Building,Singleplayer,Indie,Early Access",Live Well,0,False,,False
Your Starpuffs are in trouble! You need to rescue them! Split and merge your way through 125 increasingly challenging and complex levels in this cute and colourful puzzle game. Can you save all the Starpuffs?,Cedar Street Studios,False,2651050,,N/A,$4.99 USD,Cedar Street Studios,"19 Nov, 2024","Puzzle,Indie,Cute,Difficult,Singleplayer,Pixel Graphics,Sokoban,Grid-Based Movement,Strategy,Casual,Logic,2D,Colorful,Hand-drawn,Cozy,Minimalist,Top-Down,Family Friendly,Retro,Soundtrack",Starpuffs,1,False,,False
You are a simple provincial engineer eager to change his worthless life. What could be a better place to start everything anew than Moscow where everyone can find some way to earn for a living? But things there are not as easy as you thought…,Orion Games,False,3341420,,N/A,$5.79 USD,Orion Games,"19 Nov, 2024","Action,Adventure,Shooter,FPS,First-Person,Singleplayer,3D,Dark Humor,Comedy,Satire,Political,Capitalism,Crime,Funny,Conspiracy,Story Rich,Linear,Gore,Violent",They're Alive!,4,False,,False
"Number19 is sent into a zombie-filled labyrinth through portals by Dimension Technology Lab. In this terrifying world filled with limited ammunition and mysterious enemies, it takes courage and strategy to survive and escape the labyrinth.",VELİ ARIK,True,2709750,,N/A,$12.99 USD,VELİ ARIK,"19 Nov, 2024","Early Access,FPS,First-Person,Puzzle Platformer,Atmospheric,Exploration,Sci-fi,Futuristic,Cyberpunk,Bullet Hell,Hero Shooter,Shooter,Action,Action-Adventure,Adventure,Arena Shooter,3D,Casual,Surreal,Nature",Escape: Zombie Maze,0,False,,False
"Our friend Chuggy just devoured a hearty plate of extra spicy noodles and is on the brink of an epic bout of diarrhea. The nearest toilet is several kilometers up… several. I wish you good luck on your journey, but be warned—the diapers were left at home.",Sinking Codfish Studios,False,3216700,,N/A,$2.49 USD,Sinking Codfish Studios,"19 Nov, 2024","Adventure,Casual,Funny,Difficult,Physics,Puzzle Platformer,Puzzle,Platformer,Third Person,Controller,Psychological Horror,3D,Satire,Indie,Singleplayer",Flat Fat Fartfest,2,False,,False
"Node Farm is a game about building a fully automated farm using nodes. Connect nodes, harvest and sell veggies, buy new islands, discover new nodes, and automate the process - all in a cozy farm simulation formula!",ByerN,False,2738990,,100,$7.99 USD,ByerN,"19 Nov, 2024","Strategy,Simulation,Farming Sim,Roguelite,Automation,Procedural Generation,Resource Management,Management,Crafting,Base Building,City Builder,Casual,Cozy,Cooking,Farming,Roguelike,Building,RTS,Cute,Singleplayer",Node Farm,21,False,,False
"Van Simulator is a delivery game where you drive a van, pick up packages, and deliver them. Expand your business, upgrade your van, and manage deliveries efficiently. Enjoy urban delivery in a low-poly environment.",Martin Bútora,True,3283650,,N/A,Free To Play,Martin Bútora,"19 Nov, 2024","Simulation,Automobile Sim,Immersive Sim,3D,Cartoon,Minimalist,Colorful,Relaxing,Free to Play,Early Access,Physics,Singleplayer",Van Simulator,7,False,,False
"You have entered a foreign land in the course of an expedition and become involved in an otherworldly mystery. Tuldenorrea is a deceptively simple world, balanced delicately between the extreme forces of a magical universe.",Millenniapede,False,3002500,,N/A,$7.29 USD,Millenniapede,"19 Nov, 2024","Exploration,Puzzle,Action-Adventure,Surreal,Lore-Rich,Story Rich,Stylized,Controller,Linear,3D,First-Person,Fantasy,Atmospheric,Mystery,Nature,Adventure,Old School,Retro,Singleplayer,Indie",Goldenheart,1,False,,False
"Intrude and survive in the midst of enemies rushing at you from everywhere. Destroy entire armies, becoming stronger with each level of experience. Dive back in time and test yourself in this roguelite FPS!",Arx Vetus,False,3297120,,N/A,$4.99 USD,Arx Vetus,"19 Nov, 2024","Action Roguelike,Boomer Shooter,Roguelite,Bullet Hell,FPS,Singleplayer,Action,Hacking,Atmospheric,Casual,Sci-fi,1990's,Nostalgia,1980s,Retro,Shooter,First-Person,Surreal,Combat,3D",Intrude And Destroy,0,False,,False
"A relaxing, minimalist and challenging puzzle game.",Alexis Clemente Rodríguez,False,2539560,,N/A,$1.99 USD,Alexis Clemente Rodríguez,"19 Nov, 2024","Casual,Board Game,God Game,Puzzle,Side Scroller,Puzzle Platformer,2D,Colorful,Minimalist,Crafting,Emotional,Family Friendly,Futuristic,Logic,Relaxing,Linear,Singleplayer,Indie",Fill Multicolor,1,False,,False
"Play solo or with up to 16 friends in a chaotic grocery store prologue! Manage, grow, and compete against rival stores in a fun, lighthearted battle of wits and strategy. Who will be the ultimate grocery tycoon? Store Wars: Prologue - Multiplayer Shop Simulator is a limited version of the full game.",Noham Games,False,3308210,,83,Free,Noham Games,"19 Nov, 2024","Simulation,Online Co-Op,Funny,Casual,Life Sim,Singleplayer,Economy,Management,PvP,Multiplayer,Free to Play,PvE,Immersive Sim,First-Person,3D",Store Wars: Prologue - Multiplayer Shop Simulator,49,False,,False
"A challenging retro arcade FPS/TPS straight from the late '90s. The Crime Wars have started and it's up to the Ultra Cops to bring back ultimate justice. Use Mechs, Riot Cars and serious firepower to bring the pain to the criminal underworld in this 6th Generation Y2K inspired game.",JG Roos,False,3274790,,98,$1.49 USD,JG Roos,"19 Nov, 2024","Singleplayer,Boomer Shooter,Shooter,FPS,1990's,Action,3D,First-Person,Arcade,Third-Person Shooter,Third Person,Crime,Cyberpunk,Destruction,Vehicular Combat,Retro,Robots,Nonlinear,PvE,Military",Ultra Cop,53,False,,False
This is an auto battler game that requires backpack management and equipment management! Buy rare equipment to create a powerful combination and then compete with other players!,StarOrangeGames,False,3241680,,N/A,$1.99 USD,StarOrangeGames,"19 Nov, 2024","Strategy,Auto Battler,Roguelite,Asynchronous Multiplayer,Roguelike,2D,Turn-Based Strategy,PvP,Multiplayer,Combat,Loot,Indie,Tactical RPG,Pixel Graphics,Cartoony,Fantasy",云梦之音 The Melody of Yunmeng,1,False,,False
"An uniquely styled deck-building game. Assemnble a deck with the right Magibrick and challenge diverse enemies in different regions. Fill the board, destroy enemy bricks,play amazing combo, and occupy the entire board with your Magibricks, leaving no space for your enemy.",Fourth Front,False,2762650,,67,$4.49 USD,Fourth Front,"19 Nov, 2024","Strategy,Casual,Board Game,Card Game,Puzzle,Creature Collector,2D,Pixel Graphics,Fantasy,Magic,Indie,PvE,Singleplayer,Deckbuilding",Magibrick,55,False,,False
Silent Shores is a first-person open world horror game where you play as a father searching for his missing son on an abandoned island.,Sky High Games,False,2443050,,N/A,$3.99 USD,Sky High Games,"19 Nov, 2024","Adventure,Horror,Survival Horror,Open World,Simulation,Action-Adventure,Walking Simulator,Exploration,Immersive Sim,3D,First-Person,Atmospheric,Dark,Driving,Mystery,Psychological Horror,Stealth,Demons,Story Rich,Singleplayer",Silent Shores,0,False,,False
You are responsible for the salvation of humankind - destroy Utopia City or suffer indefinite virtual slavery. Fight for the future of the real world as you become involved in massive combat scenes against a host of powerful opponents. You are the last hope for the survival of your race!,Parallax Arts Studio,False,3341440,,N/A,$5.79 USD,Parallax Arts Studio,"19 Nov, 2024","Action,Adventure,Shooter,FPS,First-Person,Singleplayer,3D,Dystopian,Futuristic,Illuminati,Cyberpunk,Science,Sci-fi,Robots,Linear",Utopia City,2,False,,False
"Rise of a Legend is a third-person action RPG that immerses you in the ruthless era of gladiatorial combat. Engage in rich single-player progression or take on challengers in online multiplayer matches. Manage your Ludus, level up your fighters, and boost your house's prestige with every victory.",Nicholas St. Germain,True,2678300,,83,$9.29 USD,Nicholas St. Germain,"19 Nov, 2024","Early Access,Action,RPG,3D Fighter,Action RPG,Hack and Slash,Real Time Tactics,Spectacle fighter,Tactical RPG,3D,Cinematic,Realistic,Third Person,Historical,Medieval,Rome,Tactical,PvP,Character Customization,Class-Based",Rise of a Legend,24,False,,False
"Earth is on the verge of World War 3. All life as we know it will be gone tomorrow. Take control of ""Super Star Dan"" to build a super SSD that can store every DNA on earth before the world goes up in flames. ""Life Saver"" is a twin stick shooter that you don't want to miss out on!",ZaxtorGameS,False,2391440,,N/A,$1.99 USD,ZaxtorGameS,"19 Nov, 2024","Action,Arcade,Bullet Hell,2D,1980s,Adventure,Combat,Singleplayer,Action Roguelike,Roguelike,Shoot 'Em Up,Top-Down Shooter,Twin Stick Shooter,Colorful,Cute,Pixel Graphics,Top-Down,Funny,Old School,Retro",Life Saver,1,False,,False
A pixel art psychological horror game with a point-and-click system that takes the style of an interactive desktop environment.,KlownEris,False,3311380,,N/A,$1.49 USD,KlownEris,"20 Nov, 2024","Visual Novel,Point & Click,Horror,Psychological Horror,Pixel Graphics,Singleplayer,Indie",Netveil,5,False,,False
Hi! Can you find 50 little hidden hearts?,PlayToday,False,1393030,,89,Free To Play,PlayToday,"20 Nov, 2024","Casual,Puzzle,Hidden Object,Cute,Minimalist,Hand-drawn,Stylized,Cats,Logic,Free to Play,Indie,Relaxing,Surreal,Singleplayer",HeartFinder,57,False,,False
"In One Mistake, play as Bulb, a small robot powered by battery, as you explore two parallel worlds: a mysterious Black World and a charged Positive-Negative World. Switch charges, and make every jump count in this unique, single-player adventure where every choice matters.",Go Games Go,False,3119410,,N/A,$2.99 USD,Go Games Go,"20 Nov, 2024","Adventure,Platformer,3D Platformer,3D,Funny,Linear,Singleplayer,Indie,Stylized",One Mistake,2,False,,False
Mazzle Christmas is a straightforward yet surprisingly challenging celebration of the simple beauty of mazes and jigsaw puzzles in a Christmas style.,Blender Games,False,3328870,,N/A,$1.99 USD,Blender Games,"20 Nov, 2024","Casual,2D,Cute,Atmospheric,Singleplayer,Indie,Puzzle,Abstract,Stylized,Colorful,Side Scroller,Retro,Family Friendly,Old School,Relaxing,Classic,Short,Replay Value,Physics,Difficult",Mazzle Christmas,1,False,,False
Puzzle game where mission is to use slingshot and shoot and kill all pigs at different levels. Player can use 3 different birds at each level,Valkeala Software,False,3331570,,N/A,$1.99 USD,Valkeala Software,"20 Nov, 2024","Casual,Adventure,2D Fighter,Sandbox,Point & Click,Puzzle,Collectathon,Clicker,Side Scroller,2D,Cute,Space,Surreal,Fantasy,Physics,Linear,Singleplayer,Immersive,Tactical,Indie",Valkeala Birds,9,False,,False
"Experience fast-paced roguelite gameplay. Explore ever-changing locations and fight vicious enemies in souls-inspired 2d combat. Every run you will find variety of items and spells to compliment your playstyle, as well as resources to upgrade your town for future runs.",Hubris,False,1318480,,N/A,$5.79 USD,Hubris,"20 Nov, 2024","Action Roguelike,Action,Roguelike,Souls-like,Side Scroller,2D,Roguelite,2D Platformer,Hack and Slash,Difficult,Pixel Graphics,Platformer,Procedural Generation,Controller,Dark Fantasy,Fantasy,Atmospheric,Combat,Adventure,Singleplayer",Rogue Knight,5,False,,False
"Z Virus: Outbreak is an interactive graphic novel. At various points in the story, you will be asked to make a choice, these choices will take you down different paths in the story. Your objective is to escape the city of Redrock during a zombie outbreak. The game features 3 possible story endings.",Nexus Media,False,3313850,,N/A,$1.49 USD,Nexus Media,"20 Nov, 2024","Adventure,Interactive Fiction,Choose Your Own Adventure,2D,Comic Book,Choices Matter,Singleplayer,Violent,Indie,Casual,Zombies",Z Virus: Outbreak,0,False,,False
GABANG: ULTIMATE is a roguelike deck-building game that builds your own deck with various classes and items. Defeat your enemies with a cute backpack and randomly placed items that help you!,MOL?ASTUDIO,True,3297050,,N/A,$5.79 USD,MOL?ASTUDIO,"20 Nov, 2024","Strategy,Casual,RPG,Roguelike,Strategy RPG,Card Battler,2D,Cute,Pixel Graphics,Fantasy,Deckbuilding,Indie,Early Access,Inventory Management,PvE,Singleplayer,Gambling",GABANG: ULTIMATE,9,False,,False
"Endure as long as you can, harness the power of unique masks, and conquer your foes in Maskared!",Scintillant,False,3312300,,N/A,$2.49 USD,Scintillant,"18 Nov, 2024","Casual,Singleplayer,2D,Arcade,Action,Top-Down Shooter,Creature Collector,PvE,Dragons,2D Platformer,Horses,Colorful,Fantasy,Ninja,Magic,Score Attack,Dog,Survival,Game Development,Foreign",Maskared,4,False,,False
"A wormhole has opened up letting aliens terrorize your city. Pilot your spacecraft and destroy the aliens using flamethrowers, missiles, gatling guns, shockwaves, and more!",tateorrtot,False,3232130,,N/A,$0.89 USD,tateorrtot,"18 Nov, 2024","Action,Adventure,Action-Adventure,Arcade,Bullet Hell,Side Scroller,2D,Pixel Graphics,Aliens,Futuristic,Sci-fi,Space,Combat,Linear,PvE,Tutorial,Singleplayer,Indie",Into The Void,1,False,,False
"Rat Hunter features traditional, by-the-book gameplay, which does not wander into the realm of tactical shooters. Players will have to overcome different obstacles and solve various puzzles in order to get to the next level.",Secret Sign,False,3341450,,N/A,$3.59 USD,Secret Sign,"18 Nov, 2024","Adventure,Action,Shooter,FPS,First-Person,Singleplayer,3D,Aliens,Cyberpunk,Gore,Violent,Old School,Dark Humor,Linear",Rat Hunter,5,False,,False
A puzzle adventure game about a quirky cat with rather curious demands.,Bart Bonte,False,3271080,,100,$0.89 USD,Bart Bonte,"18 Nov, 2024","Adventure,Puzzle,2D,Casual,Minimalist,Cartoony,Cats,Logic,Singleplayer",Mister Antonio,17,False,,False
"Logic Grid is a puzzle game with a seemingly simple design, but in reality, it is very difficult. The operation is simple. Drag and drop the bottom blocks onto the chessboard to piece together a large square to complete the level. Even though it is so simple, it requires deep thinking and logic.",LBaiQiang,False,3283330,,N/A,$2.99 USD,LBaiQiang,"19 Nov, 2024","Casual,Puzzle,Spelling,Colorful,Relaxing,Tutorial,Indie,Singleplayer",LogicBlock,0,False,,False
"You are an ordinary man who found himself in the wrong place at the wrong time. Your plane crashes off the coast of a sinister island, hidden from civilization by a shroud of fog and rumor.",STuNT,True,3328940,,73,$0.89 USD,STuNT,"19 Nov, 2024","Early Access,Exploration,FPS,Third-Person Shooter,Sandbox,Survival,Crafting,Nature,Investigation,Building,PvE,Base Building,Life Sim,Action-Adventure,First-Person,Third Person,Post-apocalyptic,Simulation,Open World,Action",The Isolated,23,False,,False
"Lead a group of toads as they fight against Baron Samedi’s evil forces in a challenging mix of turn-based tactics and roguelike deckbuilding. Synergise card effects, gain the aid of powerful allies and engage in strategic combat to thrive in the cursed bayou.",La Grange,False,2190400,,78,$4.99 USD,La Grange,"19 Nov, 2024","Roguelike Deckbuilder,Turn-Based Combat,Turn-Based Tactics,Grid-Based Movement,Resource Management,Deckbuilding,City Builder,Tactical,Strategy,Base Building,Turn-Based Strategy,Singleplayer,Roguelike,Pixel Graphics,Soundtrack,Action,Isometric,Card Game,Tabletop,Building",Toads of the Bayou,82,False,,False
"Classic turn-based dungeon RPG. Join guilds, explore dungeons, and collect loot! Dive into a retro-styled adventure that combines the best elements of old-school role-playing games with modern features of a roguelike.",Javier Hernández Torres,False,3308920,,N/A,$3.59 USD,Javier Hernández Torres,"19 Nov, 2024","Adventure,RPG,Roguelike,Action Roguelike,2D,Pixel Graphics,1980s,1990's,Old School,Story Rich,Indie,Casual,Strategy,Combat,Turn-Based Combat,Character Customization,Turn-Based Tactics,Singleplayer",Depths of Endor: Dungeon Crawler,4,False,,False
These sweet animals are ready to fight. The funniest chaos is coming!,Chocolate Potato Games,False,3032110,,N/A,Free To Play,Chocolate Potato Games,"19 Nov, 2024","Casual,3D Platformer,Action,Adventure,Battle Royale,Cute,Family Friendly,Massively Multiplayer,Arcade,Platformer,Runner,3D,Cartoon,Cartoony,Colorful,Pixel Graphics,Third Person,Comedy,Fantasy,Funny",Fiesta Animal,4,False,,False
"Two arms, twice the difficulty. How high can you climb before the Depths reclaim you? A brutally difficult twin-stick climbing game",Zankai,False,1380970,,N/A,$4.49 USD,Zankai,"19 Nov, 2024","Multiplayer,Replay Value,Psychological Horror,Colorful,Difficult,Funny,Platformer,Side Scroller,Indie,Singleplayer,Adventure,Philosophical,Precision Platformer,Controller,Physics,Minigames,Casual,Horror,Action,Unforgiving",Sklime - A Difficult Climbing Adventure,6,False,,False
A story-driven RPG puzzle game where you solve color-based puzzles and engage in side-scrolling shooter action in an arcade.,Samuel Bibb,False,3200640,,N/A,$2.49 USD,Samuel Bibb,"19 Nov, 2024","Puzzle,Pixel Graphics,Comedy,Indie,Multiple Endings,Singleplayer,RPG",A Drop of Color,4,False,,False
"Face endless hordes of fierce and powerful invaders. Fight, gain experience, evolve and become stronger to protect the queen.",warlock dungeon,False,3152150,,N/A,$0.89 USD,warlock dungeon,"19 Nov, 2024","Side Scroller,Action,Arcade,2D,Controller,Nature,Strategy,Combat,Singleplayer,Beat 'em up,Roguelike,Action Roguelike,Action RPG,Hack and Slash,Colorful,Pixel Graphics,Swordplay,War,Magic,Survival",Ant protect the queen,0,False,,False
"CYBERPHOBIA - In the near future, A.I. droids are attacking the city. Grab Your weapons and Go get 'em! (Multiplayer or Single Player)",Archor Wright,False,3329240,,N/A,$0.89 USD,Archor Wright,"19 Nov, 2024","Action,Shooter,Looter Shooter,3D,Cyberpunk,PvP,Co-op,Multiplayer,Indie,Online Co-Op,Singleplayer",CYBERPHOBIA,0,False,,False
"Step into The Haunted Keepsake, a first-person horror game where you investigate an abandoned farmhouse plagued by a dark, vengeful presence. Uncover chilling secrets of a family tragedy, break a curse tied to a haunted doll, and survive the spirits haunting the grounds.",Hazard Digital,False,3316340,,N/A,$1.49 USD,Hazard Digital,"19 Nov, 2024","Adventure,Walking Simulator,3D,First-Person,Realistic,Horror,Investigation,Story Rich,Indie,Singleplayer",The Haunted Keepsake,1,False,,False
"Top, bake, and serve delicious pizzas in Papa's Pizzeria Deluxe! Craft pizzas for Papa Louie's loyal customers while earning tips, points, and Special Recipes. Unlock holiday ingredients for seasonal pies, and take a trip in the Food Truck to serve your own unique creations!",Flipline Studios,False,3259470,,99,$3.59 USD,Flipline Studios,"19 Nov, 2024","Cooking,Strategy,Simulation,Casual,Time Management,Management,Character Customization,Action,2D,Family Friendly,Indie,Colorful,Singleplayer,Psychological Horror,Souls-like",Papa's Pizzeria Deluxe,1810,False,,False
Explore the world with our largest fleet of aircraft and take simulation to new heights while pursuing your aviation career within Microsoft Flight Simulator 2024.,Asobo Studio,False,2537590,,43,$69.99 USD,Asobo Studio,"19 Nov, 2024","Simulation,Flight,Realistic,VR,Hobby Sim,Multiplayer,Singleplayer,Atmospheric,Family Friendly,Sandbox,Exploration,Nature,Relaxing,Open World,Nonlinear,Immersive Sim,Character Customization,Physics,Colorful,Psychological Horror",Microsoft Flight Simulator 2024,8596,False,,False
A nice challenging old style platform arcade game,CAESARGAMES91,False,3256630,,N/A,$1.99 USD,CAESARGAMES91,"19 Nov, 2024","Platformer,Arcade,2D,1990's,Pixel Graphics,Action,Score Attack,Time Management,Comedy,Funny,Action-Adventure,Shooter,Hero Shooter,Bullet Hell,Shoot 'Em Up,Third-Person Shooter,Hand-drawn,Minimalist,Colorful,Stylized",BallMan,0,False,,False
An action/adventure 2D platformer game focus on exploration,David Fernandez,False,3262210,,N/A,Free To Play,David Fernandez,"19 Nov, 2024","Action,Adventure,Platformer,Collectathon,Metroidvania,2D,Pixel Graphics,1990's,Retro,Free to Play,Indie,Controller,Tutorial,Singleplayer",Jungle Jim,8,False,,False
"A tiny story about putting together a Day of the Dead offering. Walk around the village you live in, talk to your neighbors, find a way to obtain all the objects you need to put in the offering, and welcome your departed joyfully!",Studio Test Run,False,3301980,,N/A,$0.89 USD,Studio Test Run,"19 Nov, 2024","Casual,Simulation,3D,Singleplayer,Female Protagonist,Walking Simulator,Puzzle,Cartoony,Cute,Indie,Conversation,Emotional",The Day Before,0,False,,False
"In a lonely station atop a mountain, a train rumbles its precious cargo to places unknown. Now is your shift. Keep the pace. Uncover a mystery. Fight for your last breath. The air is thin up here.",Julien Eveillé,False,2580020,,90,$5.79 USD,Julien Eveillé,"19 Nov, 2024","Horror,Psychological Horror,Atmospheric,Dark,Exploration,Story Rich,Walking Simulator,Choices Matter,Multiple Endings,Surreal,Thriller,Mystery,Adventure,Retro,Singleplayer,Indie,Survival Horror,First-Person,Stylized,Choose Your Own Adventure",THRESHOLD,440,False,,False
"I AM DOG is a 2D vertical scrolling platformer where you play as DOG! CHOMP, STOMP and BOMB your way through dirt, stone and enemies and reach the bottom of the DEPTHS to rescue DOG’s friends!",Fun Sewer Level,False,2882280,,N/A,$2.49 USD,Fun Sewer Level,"19 Nov, 2024","Precision Platformer,2D Platformer,Action,Platformer,Action-Adventure,Adventure,2D,Funny,Linear,Procedural Generation,Pixel Graphics,Dog,Indie,Old School,Retro,Singleplayer",I AM DOG,9,False,,False
"Stranded on a far flung planet, hold out for rescue against alien foes with a variety of guns, lasers, and explosives.",Leo Torrijos,False,3108610,,N/A,$3.59 USD,Leo Torrijos,"19 Nov, 2024","Arena Shooter,PvE,Arcade,Action,Combat,2D,Pixel Graphics,Controller,Sci-fi,Space,Aliens,Futuristic,Retro,Tutorial,4 Player Local,Co-op,Co-op Campaign,Local Co-Op,Local Multiplayer,Singleplayer",SPASE DEFENSE,1,False,,False
"Explore a stunning open-world filled with majestic creatures and quirky characters. Nurture withered lands into vibrant ecosystems and flex your creativity as you build a thriving civilization in balance with nature. Invite friends to co-op multiplayer to craft, harvest, and cozy up together.",Dreamlit inc.,True,2178070,,65,$14.99 USD,Dreamlit inc.,"19 Nov, 2024","Early Access,Action RPG,Adventure,Action,Creature Collector,Open World,Base Building,Crafting,RPG,Exploration,Singleplayer,Building,PvE,Cozy,Third Person,Sandbox,Fantasy,Casual,Nature,Character Customization",Towers of Aghasba,1287,False,,False
"Cybertrash STATYX is a story-driven 2D action-platformer with tactical elements, set in a cyberpunk world.",Uncle Frost Team,False,2469130,,N/A,$2.99 USD,Uncle Frost Team,"19 Nov, 2024","Female Protagonist,Action,Pixel Graphics,Shooter,Side Scroller,Shoot 'Em Up,Tactical,2D,Retro,Cyberpunk,2D Platformer,Platformer,Robots,Colorful,Linear,Story Rich,Old School,Singleplayer,Dystopian,Futuristic",Cybertrash STATYX,4,False,,False
"A relaxing, Twitch-integrated sheep simulation where viewers can spawn and chat as sheep. Perfect for streamers looking to entertain their audience while resting or away from their keyboard.",Callial,False,2241770,,N/A,$2.99 USD,Callial,"19 Nov, 2024","Casual,Simulation,Sandbox,Utilities,Idler,3D,Colorful,Cute,Atmospheric,Indie,Family Friendly,Relaxing,Singleplayer",Sleeping: Counting Sheep,0,False,,False
"Explore a vast universe, without weapons, wars, or enemies! Embark on a unique journey where your only mission is to wander through space in search of unknown worlds.",Artur Rezende,True,3317820,,N/A,$0.89 USD,Artur Rezende,"21 Nov, 2024","Casual,Exploration,Indie,Simulation,Relaxing,2D,Singleplayer,Space,Space Sim,Early Access,Top-Down,Controller,Spaceships",Planet Finder,0,False,,False
"On the Reuss Express a passenger has been murdered, and you’re the prime suspects. Uncover a thrilling mystery and solve satisfying point and click puzzles to prove your innocence! A slapstick adventure, packed full of deadly surprises, shocking twists and larger than life characters!",Robust Games,False,1709880,,95,$9.29 USD,Robust Games,"21 Nov, 2024","Mystery,Comedy,Point & Click,Investigation,Pixel Graphics,Story Rich,Detective,Adventure,2D,Narrative,Funny,Singleplayer,Puzzle,Exploration,Noir,Crime,Linear,Cartoony,Trains,Indie",Loco Motive,354,False,,False
